id,name,Architecture,Boost_Clock,Core_Speed,Memory,Memory_Speed,Memory_Bandwidth,DVI_Connection,Dedicated,Direct_X,HDMI_Connection,Integrated,L2_Cache,Manufacturer,Max_Power,Memory_Bus,Memory_Type,Power_Connector,Process,Resolution_WxH,SLI_Crossfire,price,url_name,img_of_gpu
718,GeForce GTX 660 3GB (OEM),Kepler GK104-200-KD-A2 ,888,823,3072,1400 MHz,134.4GB/sec,2,Yes,DX 12.0,1,No,384KB,Nvidia,130 Watts,192 Bit ,GDDR5,2x 6-pin ,28nm,4096x2160,Yes,,,
719,GeForce GTX 660 1.5GB (OEM),Kepler GK104-200-KD-A2 ,888,823,1536,1400 MHz,134.4GB/sec,2,Yes,DX 12.0,1,No,384KB,Nvidia,130 Watts,192 Bit ,GDDR5,2x 6-pin ,28nm,4096x2160,Yes,,,
720,GeForce GTX 650 Ti Zotac Boost Edition,Kepler GK106-240-A1 ,1059,993,2048,1502 MHz,144.2GB/sec,2,Yes,DX 12.0,1,No,384KB,Nvidia,140 Watts,192 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
721,GeForce GTX 660,Kepler GK106-400-A1 ,1033,980,2048,1502 MHz,144.2GB/sec,2,Yes,DX 12.0,1,No,384KB,Nvidia,140 Watts,192 Bit ,GDDR5,1x 6-pin ,28nm,4096x2160,Yes,,,
722,GeForce GTX 660 DA OC 2GB Edition,Kepler GK106-400-A1 ,1058,1006,2048,1502 MHz,144.2GB/sec,2,Yes,DX 12.0,1,No,384KB,Nvidia,140 Watts,192 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
723,GeForce GTX 650 Ti MSI TF OC Boost Edition,Kepler GK106-240-A1 ,1098,1033,2048,1502 MHz,144.2GB/sec,2,Yes,DX 12.0,1,No,384KB,Nvidia,140 Watts,192 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
724,GeForce GTX 650 Ti EVGA Boost SC Edition,Kepler GK106-240-A1 ,1137,1072,2048,1502 MHz,144.2GB/sec,2,Yes,DX 12.0,1,No,384KB,Nvidia,140 Watts,192 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
725,GeForce GTX 650 Ti EVGA Boost Superclocked 1GB Edition,Kepler GK106-240-A1 ,1137,1072,1024,1253 MHz,120.3GB/sec,2,Yes,DX 12.0,1,No,384KB,Nvidia,140 Watts,192 Bit ,GDDR5,1x 6-pin ,28nm,4096x2160,Yes,,,
726,GeForce GTX 650 Ti Boost Palit OC 2GB Edition,Kepler GK106-240-A1 ,1072,1006,2048,1527 MHz,146.6GB/sec,2,Yes,DX 12.0,1,No,384KB,Nvidia,140 Watts,192 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
727,GeForce GTX 650 Ti Boost Palit 1GB Edition,Kepler GK106-240-A1 ,1032,980,1024,1253 MHz,120.3GB/sec,2,Yes,DX 12.0,1,No,384KB,Nvidia,134 Watts,192 Bit ,GDDR5,1x 6-pin ,28nm,4096x2160,Yes,,,
728,GeForce GTX 650 Ti Boost Golden Sample Edition,Kepler GK106-240-A1 ,1072,1006,1024,1276 MHz,122.5GB/sec,2,Yes,DX 12.0,1,No,384KB,Nvidia,,192 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
729,GeForce GTX 650 Ti Boost MSI OC 2GB Edition,Kepler GK106-240-A1 ,1072,1006,2048,1502 MHz,144.2GB/sec,2,Yes,DX 12.0,1,No,384KB,Nvidia,140 Watts,192 Bit ,GDDR5,2x 6-pin ,28nm,4096x2160,Yes,,,
730,GeForce GTX 650 Ti Boost WindForce 2X OC Edition,Kepler GK106-240-A1 ,1089,1032,1024,1502 MHz,144.2GB/sec,2,Yes,DX 12.0,1,No,384KB,Nvidia,,192 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
731,GeForce GTX 650 Ti Boost MSI Twin Frozr OC 2GB Edition,Kepler GK106-240-A1 ,1098,1033,2048,1502 MHz,144.2GB/sec,2,Yes,DX 12.0,1,No,384KB,Nvidia,140 Watts,192 Bit ,GDDR5,2x 6-pin ,28nm,4096x2160,Yes,,,
732,GeForce GTX 650 Ti Boost Edition,Kepler GK106-240-A1 ,1033,980,2048,1502 MHz,144.2GB/sec,2,Yes,DX 12.0,1,No,384KB,Nvidia,134 Watts,192 Bit ,GDDR5,1x 6-pin ,28nm,4096x2160,Yes,,,
733,GeForce GTX 650 Ti Boost DirectCU II OC Edition,Kepler GK106-240-A1 ,1085,1020,2048,1502 MHz,144.2GB/sec,2,Yes,DX 12.0,1,No,384KB,Nvidia,150 Watts,192 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
734,GeForce GTX 645 (OEM),Kepler GK106 ,888,823,1024,1000 MHz,64GB/sec,2,Yes,DX 12.0,1,No,384KB,Nvidia,65 Watts,128 Bit ,GDDR5,None ,28nm,4096x2160,No,,,
735,GeForce GTX 980 Zotac AMP! Omega 4GB Edition,Maxwell GM204-400-A1 ,1304,1202,4096,1800 MHz,230.4GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,170 Watts,256 Bit ,GDDR5,1x 6-pin + 1x 8-pin ,28nm,5120x3200,Yes,,,
736,GeForce GTX 980 Zotac AMP! Extreme 4GB Edition SLI,Maxwell GM204-400-A1 (x2) ,1393,1291,8192,1800 MHz,460.8GB/sec,1,Yes,DX 12.1,1,No,2048KB(x2),Nvidia,350 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
737,GeForce GTX 980 Zotac AMP! Extreme 4GB Edition,Maxwell GM204-400-A1 ,1393,1291,4096,1800 MHz,230.4GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,185 Watts,256 Bit ,GDDR5,1x 6-pin + 1x 8-pin ,28nm,5120x3200,Yes,,,
738,GeForce GTX 980 Zotac 4GB Edition,Maxwell GM204-400-A1 ,1216,1126,4096,1753 MHz,224.4GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,165 Watts,256 Bit ,GDDR5,2x 6-pin ,28nm,5120x3200,Yes,,,
739,GeForce GTX 980 Zotac AMP! 4GB Edition,Maxwell GM204-400-A1 ,1266,1165,4096,1753 MHz,224.4GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,170 Watts,256 Bit ,GDDR5,2x 8-pin ,28nm,5120x3200,Yes,,,
740,GeForce GTX 980 Ti Zotac ArcticStorm 6GB Edition,Maxwell GM200-310-A1 ,1114,1025,6144,1753 MHz,336.6GB/sec,1,Yes,DX 12.1,1,No,3072KB,Nvidia,250 Watts,384 Bit ,GDDR5,1x 6-pin + 1x 8-pin ,28nm,5120x3200,Yes,,,
741,GeForce GTX 980 Ti Zotac AMP! 6GB Edition,Maxwell GM200-310-A1 ,1140,1051,6144,1753 MHz,336.6GB/sec,1,Yes,DX 12.1,1,No,3072KB,Nvidia,250 Watts,384 Bit ,GDDR5,1x 6-pin + 1x 8-pin ,28nm,5120x3200,Yes,,,
742,GeForce GTX 980 Ti Zotac AMP! Extreme 6GB Edition SLI,Maxwell GM200-310-A1 (x2) ,1355,1253,12288,1803 MHz,692.4GB/sec,1,Yes,DX 12.1,1,No,3072KB(x2),Nvidia,500 Watts,384 Bit ,GDDR5,None ,28nm,5120x3200,Yes,,,
743,GeForce GTX 980 Ti Zotac AMP! Extreme 6GB Edition,Maxwell GM200-310-A1 ,1355,1253,6144,1803 MHz,346.2GB/sec,1,Yes,DX 12.1,1,No,3072KB,Nvidia,250 Watts,384 Bit ,GDDR5,1x 6-pin + 1x 8-pin ,28nm,5120x3200,Yes,,,
744,GeForce GTX 980 Ti Zotac 6GB Edition,Maxwell GM200-310-A1 ,1076,1000,6144,1753 MHz,336.6GB/sec,1,Yes,DX 12.1,1,No,3072KB,Nvidia,250 Watts,384 Bit ,GDDR5,1x 6-pin + 1x 8-pin ,28nm,5120x3200,Yes,,,
745,GeForce GTX 980 Ti PNY XLR8 OC 6GB Edition,Maxwell GM200-310-A1 ,1266,1165,6144,1753 MHz,336.6GB/sec,1,Yes,DX 12.1,1,No,3072KB,Nvidia,250 Watts,384 Bit ,GDDR5,2x 8-pin ,28nm,5120x3200,Yes,,,
746,GeForce GTX 980 Ti Palit Super JetStream 6GB Edition,Maxwell GM200-310-A1 ,1241,1152,6144,1753 MHz,336.6GB/sec,1,Yes,DX 12.1,1,No,3072KB,Nvidia,280 Watts,384 Bit ,GDDR5,1x 6-pin ,28nm,5120x3200,Yes,,,
747,GeForce GTX 980 Ti Palit JetStream 6GB Edition,Maxwell GM200-310-A1 ,1076,1000,6144,1753 MHz,336.6GB/sec,1,Yes,DX 12.1,1,No,3072KB,Nvidia,250 Watts,384 Bit ,GDDR5,1x 6-pin + 1x 8-pin ,28nm,5120x3200,Yes,,,
748,GeForce GTX 980 Ti Palit 6GB Edition,Maxwell GM200-310-A1 ,1076,1000,6144,1753 MHz,336.6GB/sec,1,Yes,DX 12.1,1,No,3072KB,Nvidia,250 Watts,384 Bit ,GDDR5,1x 6-pin + 1x 8-pin ,28nm,5120x3200,Yes,,,
749,GeForce GTX 980 Ti MSI Gaming Golden 6GB Edition,Maxwell GM200-310-A1 ,1291,1190,6144,1774 MHz,340.6GB/sec,1,Yes,DX 12.1,1,No,3072KB,Nvidia,250 Watts,384 Bit ,GDDR5,2x 8-pin ,28nm,5120x3200,Yes,,,
750,GeForce GTX 980 Ti MSI Sea Hawk 6GB Edition,Maxwell GM200-310-A1 ,1291,1190,6144,1774 MHz,340.6GB/sec,1,Yes,DX 12.1,1,No,3072KB,Nvidia,250 Watts,384 Bit ,GDDR5,1x 6-pin + 1x 8-pin ,28nm,5120x3200,Yes,,,
751,GeForce GTX 980 Ti MSI 6GB Edition,Maxwell GM200-310-A1 ,1076,1000,6144,1753 MHz,336.6GB/sec,1,Yes,DX 12.1,1,No,3072KB,Nvidia,250 Watts,384 Bit ,GDDR5,1x 6-pin + 1x 8-pin ,28nm,5120x3200,Yes,,,
752,GeForce GTX 980 Ti MSI Gaming 6GB Edition SLI,Maxwell GM200-310-A1 (x2) ,1279,1178,12288,1775 MHz,681.6GB/sec,1,Yes,DX 12.1,1,No,3072KB(x2),Nvidia,500 Watts,384 Bit ,GDDR5,2x 8-pin ,28nm,5120x3200,Yes,,,
753,GeForce GTX 980 Ti MSI Lightning 6GB Edition,Maxwell GM200-310-A1 ,1304,1203,6144,1774 MHz,340.6GB/sec,1,Yes,DX 12.1,1,No,3072KB,Nvidia,250 Watts,384 Bit ,GDDR5,1x 6-pin + 1x 8-pin ,28nm,5120x3200,Yes,,,
754,GeForce GTX 980 Ti MSI Armor 2X OC 6GB Edition,Maxwell GM200-310-A1 ,1190,1102,6144,1753 MHz,336.6GB/sec,1,Yes,DX 12.1,1,No,3072KB,Nvidia,250 Watts,384 Bit ,GDDR5,2x 8-pin ,28nm,5120x3200,Yes,,,
755,GeForce GTX 980 Ti Inno3D iChill X4 Ultra 6GB Edition,Maxwell GM200-310-A1 ,1241,1152,6144,1800 MHz,345.6GB/sec,1,Yes,DX 12.1,1,No,3072KB,Nvidia,280 Watts,384 Bit ,GDDR5,1x 6-pin + 1x 8-pin ,28nm,5120x3200,Yes,,,
756,GeForce GTX 980 Ti Inno3D iChill X3 Ultra 6GB Edition,Maxwell GM200-310-A1 ,1241,1152,6144,1800 MHz,345.6GB/sec,1,Yes,DX 12.1,1,No,3072KB,Nvidia,280 Watts,384 Bit ,GDDR5,1x 6-pin + 1x 8-pin ,28nm,5120x3200,Yes,,,
757,GeForce GTX 980 Ti Gigabyte XTREME Water 6GB Edition,Maxwell GM200-310-A1 ,1317,1216,6144,1800 MHz,345.6GB/sec,1,Yes,DX 12.1,1,No,3072KB,Nvidia,250 Watts,384 Bit ,GDDR5,2x 8-pin ,28nm,5120x3200,Yes,,,
758,GeForce GTX 980 Ti MSI Gaming 6GB Edition,Maxwell GM200-310-A1 ,1279,1178,6144,1775 MHz,340.8GB/sec,1,Yes,DX 12.1,1,No,3072KB,Nvidia,250 Watts,384 Bit ,GDDR5,2x 8-pin ,28nm,5120x3200,Yes,,,
759,GeForce GTX 980 Ti Inno3D iChill Black 6GB Edition,Maxwell GM200-310-A1 ,1304,1206,6144,1820 MHz,349.4GB/sec,1,Yes,DX 12.1,1,No,3072KB,Nvidia,290 Watts,384 Bit ,GDDR5,1x 6-pin + 1x 8-pin ,28nm,5120x3200,Yes,,,
760,GeForce GTX 980 Ti Gigabyte XTREME 6GB Edition,Maxwell GM200-310-A1 ,1317,1216,6144,1800 MHz,345.6GB/sec,1,Yes,DX 12.1,1,No,3072KB,Nvidia,250 Watts,384 Bit ,GDDR5,2x 8-pin ,28nm,5120x3200,Yes,,,
761,GeForce GTX 980 Ti Gigabyte G1 Gaming 6GB Edition,Maxwell GM200-310-A1 ,1291,1190,6144,1753 MHz,336.6GB/sec,2,Yes,DX 12.1,1,No,3072KB,Nvidia,250 Watts,384 Bit ,GDDR5,2x 8-pin ,28nm,5120x3200,Yes,,,
762,GeForce GTX 980 Ti Gigabyte 6GB Edition,Maxwell GM200-310-A1 ,1076,1000,6144,1753 MHz,336.6GB/sec,1,Yes,DX 12.1,1,No,3072KB,Nvidia,250 Watts,384 Bit ,GDDR5,1x 6-pin + 1x 8-pin ,28nm,5120x3200,Yes,,,
763,GeForce GTX 980 Ti Gigabyte WindForce 3X OC 6GB Edition,Maxwell GM200-310-A1 ,1291,1190,6144,1753 MHz,336.6GB/sec,2,Yes,DX 12.1,1,No,3072KB,Nvidia,250 Watts,384 Bit ,GDDR5,2x 8-pin ,28nm,5120x3200,Yes,,,
764,GeForce GTX 980 Ti Gigabyte G1 Gaming 6GB Edition SLI,Maxwell GM200-310-A1 (x2) ,1291,1190,12288,1753 MHz,673.2GB/sec,2,Yes,DX 12.1,1,No,3072KB(x2),Nvidia,500 Watts,384 Bit ,GDDR5,None ,28nm,5120x3200,Yes,,,
765,GeForce GTX 980 Ti Galax HOF WaterCooled 6GB Edition,Maxwell GM200-310-A1 ,1304,1203,6144,1753 MHz,336.6GB/sec,2,Yes,DX 12.1,1,No,3072KB,Nvidia,250 Watts,384 Bit ,GDDR5,2x 8-pin ,28nm,5120x3200,Yes,,,
766,GeForce GTX 980 Ti Gigabyte 6GB Edition SLI,Maxwell GM200-310-A1 (x2) ,1076,1000,12288,1753 MHz,673.2GB/sec,1,Yes,DX 12.1,1,No,3072KB(x2),Nvidia,500 Watts,384 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
767,GeForce GTX 980 Ti EVGA Superclocked+ ACX 2.0+ 6GB Edition,Maxwell GM200-310-A1 ,1190,1102,6144,1753 MHz,336.6GB/sec,1,Yes,DX 12.1,1,No,3072KB,Nvidia,250 Watts,384 Bit ,GDDR5,1x 6-pin + 1x 8-pin ,28nm,5120x3200,Yes,,,
768,GeForce GTX 980 Ti Galax HOF 6GB Edition,Maxwell GM200-310-A1 ,1291,1190,6144,1753 MHz,336.6GB/sec,2,Yes,DX 12.1,1,No,3072KB,Nvidia,250 Watts,384 Bit ,GDDR5,2x 8-pin ,28nm,5120x3200,Yes,,,
769,GeForce GTX 980 Ti EVGA Superclocked ACX 2.0+ 6GB Edition SLI,Maxwell GM200-310-A1 (x2) ,1190,1102,12288,1753 MHz,673.2GB/sec,1,Yes,DX 12.1,1,No,3072KB(x2),Nvidia,250 Watts,384 Bit ,GDDR5,3x 8-pin ,28nm,5120x3200,Yes,,,
770,GeForce GTX 980 Ti EVGA Superclocked ACX 2.0+ 6GB Edition,Maxwell GM200-310-A1 ,1190,1102,6144,1753 MHz,336.6GB/sec,1,Yes,DX 12.1,1,No,3072KB,Nvidia,250 Watts,384 Bit ,GDDR5,1x 6-pin + 1x 8-pin ,28nm,5120x3200,Yes,,,
771,GeForce GTX 980 Ti EVGA Superclocked 6GB Edition,Maxwell GM200-310-A1 ,1190,1102,6144,1753 MHz,336.6GB/sec,1,Yes,DX 12.1,1,No,3072KB,Nvidia,250 Watts,384 Bit ,GDDR5,1x 6-pin + 1x 8-pin ,28nm,5120x3200,Yes,,,
772,GeForce GTX 980 Ti EVGA Hydro Copper 6GB Edition,Maxwell GM200-310-A1 ,1228,1140,6144,1753 MHz,336.6GB/sec,1,Yes,DX 12.1,1,No,3072KB,Nvidia,250 Watts,384 Bit ,GDDR5,1x 6-pin + 1x 8-pin ,28nm,5120x3200,Yes,,,
773,GeForce GTX 980 Ti EVGA Classified ACX 2.0+ 6GB Edition SLI,Maxwell GM200-310-A1 (x2) ,1291,1190,12288,1753 MHz,673.2GB/sec,1,Yes,DX 12.1,1,No,3072KB(x2),Nvidia,600 Watts,384 Bit ,GDDR5,None ,28nm,5120x3200,Yes,,,
774,GeForce GTX 980 Ti Galax HOF LN2 6GB Edition,Maxwell GM200-310-A1 ,1304,1203,6144,1753 MHz,336.6GB/sec,2,Yes,DX 12.1,1,No,3072KB,Nvidia,250 Watts,384 Bit ,GDDR5,3x 8-pin ,28nm,5120x3200,Yes,,,
775,GeForce GTX 980 Ti EVGA Kingpin 6GB Edition,Maxwell GM200-310-A1 ,1291,1190,6144,1774 MHz,340.6GB/sec,1,Yes,DX 12.1,1,No,3072KB,Nvidia,300 Watts,384 Bit ,GDDR5,None ,28nm,5120x3200,Yes,,,
776,GeForce GTX 980 Ti EVGA Hybrid 6GB Edition,Maxwell GM200-310-A1 ,1228,1140,6144,1753 MHz,336.6GB/sec,1,Yes,DX 12.1,1,No,3072KB,Nvidia,250 Watts,384 Bit ,GDDR5,1x 6-pin + 1x 8-pin ,28nm,5120x3200,Yes,,,
777,GeForce GTX 980 Ti EVGA FTW ACX 2.0+ 6GB Edition,Maxwell GM200-310-A1 ,1291,1190,6144,1753 MHz,336.6GB/sec,1,Yes,DX 12.1,1,No,3072KB,Nvidia,275 Watts,384 Bit ,GDDR5,2x 8-pin ,28nm,5120x3200,Yes,,,
778,GeForce GTX 980 Ti EVGA ACX 2.0+ 6GB Edition,Maxwell GM200-310-A1 ,1076,1000,6144,1753 MHz,336.6GB/sec,1,Yes,DX 12.1,1,No,3072KB,Nvidia,250 Watts,384 Bit ,GDDR5,1x 6-pin + 1x 8-pin ,28nm,5120x3200,Yes,,,
779,GeForce GTX 980 Ti Asus DirectCU III OC Strix Gaming 6GB Edition,Maxwell GM200-310-A1 ,1317,1216,6144,1800 MHz,345.6GB/sec,1,Yes,DX 12.1,1,No,3072KB,Nvidia,375 Watts,384 Bit ,GDDR5,2x 8-pin ,28nm,5120x3200,Yes,,,
780,GeForce GTX 980 Ti EVGA Classified ACX 2.0+ 6GB Edition,Maxwell GM200-310-A1 ,1291,1190,6144,1753 MHz,336.6GB/sec,1,Yes,DX 12.1,1,No,3072KB,Nvidia,300 Watts,384 Bit ,GDDR5,2x 8-pin ,28nm,5120x3200,Yes,,,
781,GeForce GTX 980 Ti EVGA 6GB Edition,Maxwell GM200-310-A1 ,1076,1000,6144,1753 MHz,336.6GB/sec,1,Yes,DX 12.1,1,No,3072KB,Nvidia,250 Watts,384 Bit ,GDDR5,1x 6-pin + 1x 8-pin ,28nm,5120x3200,Yes,,,
782,GeForce GTX 980 Ti Asus 6GB Edition,Maxwell GM200-310-A1 ,1076,1000,6144,1753 MHz,336.6GB/sec,1,Yes,DX 12.1,1,No,3072KB,Nvidia,250 Watts,384 Bit ,GDDR5,1x 6-pin + 1x 8-pin ,28nm,5120x3200,Yes,,,
783,GeForce GTX 980 Point of View 4GB Edition,Maxwell GM204-400-A1 ,1216,1127,4096,1753 MHz,224.4GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,165 Watts,256 Bit ,GDDR5,2x 6-pin ,28nm,5120x3200,Yes,,,
784,GeForce GTX 980 Ti Asus DirectCU III OC Strix Gaming 6GB SLI,Maxwell GM200-310-A1 (x2) ,1317,1216,12288,1800 MHz,691.2GB/sec,1,Yes,DX 12.1,1,No,3072KB(x2),Nvidia,750 Watts,384 Bit ,GDDR5,3x 8-pin ,28nm,5120x3200,Yes,,,
785,GeForce GTX 980 Ti 6GB SLI,Maxwell GM200-310-A1 (x2) ,1076,1000,12288,1753 MHz,673.2GB/sec,1,Yes,DX 12.1,1,No,3072KB(x2),Nvidia,500 Watts,384 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
786,GeForce GTX 980 PNY XLR8 Pro OC 4GB Edition,Maxwell GM204-400-A1 ,1329,1228,4096,1753 MHz,224.4GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,180 Watts,256 Bit ,GDDR5,1x 6-pin + 1x 8-pin ,28nm,5120x3200,Yes,,,
787,GeForce GTX 980 Palit Trio 4GB Edition,Maxwell GM204-400-A1 ,1216,1127,4096,1753 MHz,224.4GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,180 Watts,256 Bit ,GDDR5,1x 6-pin + 1x 8-pin ,28nm,5120x3200,Yes,,,
788,GeForce GTX 980 Ti 6GB,Maxwell GM200-310-A1 ,1076,1000,6144,1753 MHz,336.6GB/sec,1,Yes,DX 12.1,1,No,3072KB,Nvidia,250 Watts,384 Bit ,GDDR5,1x 6-pin + 1x 8-pin ,28nm,5120x3200,Yes,,,
789,GeForce GTX 980 Palit Super JetStream 4GB Edition,Maxwell GM204-400-A1 ,1304,1203,4096,1800 MHz,230.4GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,180 Watts,256 Bit ,GDDR5,1x 6-pin + 1x 8-pin ,28nm,5120x3200,Yes,,,
790,GeForce GTX 980 PNY 4GB Edition,Maxwell GM204-400-A1 ,1216,1126,4096,1753 MHz,224.4GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,165 Watts,256 Bit ,GDDR5,2x 6-pin ,28nm,5120x3200,Yes,,,
791,GeForce GTX 980 Palit JetStream 4GB Edition,Maxwell GM204-400-A1 ,1216,1126,4096,1753 MHz,224.4GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,180 Watts,256 Bit ,GDDR5,1x 6-pin + 1x 8-pin ,28nm,5120x3200,Yes,,,
792,GeForce GTX 980 Palit 4GB Edition,Maxwell GM204-400-A1 ,1216,1127,4096,1753 MHz,224.4GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,180 Watts,256 Bit ,GDDR5,1x 6-pin + 1x 8-pin ,28nm,5120x3200,Yes,,,
793,GeForce GTX 980 MSI OC v1 4GB Edition,Maxwell GM204-400-A1 ,1252,1152,4096,1753 MHz,224.4GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,165 Watts,256 Bit ,GDDR5,2x 6-pin ,28nm,5120x3200,Yes,,,
794,GeForce GTX 980 MSI Gaming 4GB Edition SLI,Maxwell GM204-400-A1 (x2) ,1317,1216,8192,1753 MHz,448.8GB/sec,1,Yes,DX 12.1,1,No,2048KB(x2),Nvidia,340 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
795,GeForce GTX 980 MSI Gaming 4GB Edition 3-Way SLI,Maxwell GM204-400-A1 (x3) ,1317,1216,12288,1753 MHz,673.2GB/sec,1,Yes,DX 12.1,1,No,2048KB(x3),Nvidia,,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
796,GeForce GTX 980 MSI Armor 2X OC 4GB Edition,Maxwell GM204-400-A1 ,1279,1178,4096,1753 MHz,224.4GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,165 Watts,256 Bit ,GDDR5,2x 8-pin ,28nm,5120x3200,Yes,,,
797,GeForce GTX 980 MSI Gaming 4GB Edition,Maxwell GM204-400-A1 ,1317,1216,4096,1753 MHz,224.4GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,165 Watts,256 Bit ,GDDR5,2x 8-pin ,28nm,5120x3200,Yes,,,
798,GeForce GTX 980 Leadtek Winfast Hurricane 4GB Edition,Maxwell GM204-400-A1 ,1253,1152,4096,1753 MHz,224.4GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,170 Watts,256 Bit ,GDDR5,2x 6-pin ,28nm,5120x3200,Yes,,,
799,GeForce GTX 980 Leadtek WinFast 4GB Edition,Maxwell GM204-400-A1 ,1216,1126,4096,1753 MHz,224.4GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,165 Watts,256 Bit ,GDDR5,2x 6-pin ,28nm,5120x3200,Yes,,,
800,GeForce GTX 980 Inno3D iChill HerculeZ X4 ABU 4GB Edition,Maxwell GM204-400-A1 ,1367,1266,4096,1800 MHz,230.4GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,165 Watts,256 Bit ,GDDR5,2x 6-pin ,28nm,5120x3200,Yes,,,
801,GeForce GTX 980 MSI 4GB Edition,Maxwell GM204-400-A1 ,1216,1126,4096,1753 MHz,224.4GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,180 Watts,256 Bit ,GDDR5,2x 6-pin ,28nm,5120x3200,Yes,,,
802,GeForce GTX 980 Gigabyte XTREME 4GB Edition,Maxwell GM204-400-A1 ,1342,1241,4096,1775 MHz,227.2GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,300 Watts,256 Bit ,GDDR5,2x 8-pin ,28nm,5120x3200,Yes,,,
803,GeForce GTX 980 Inno3D 4GB Edition,Maxwell GM204-400-A1 ,1216,1126,4096,1753 MHz,224.4GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,165 Watts,256 Bit ,GDDR5,2x 6-pin ,28nm,5120x3200,Yes,,,
804,GeForce GTX 980 Inno3D iChill HerculeZ X4 Air 4GB Edition,Maxwell GM204-400-A1 ,1329,1228,4096,1753 MHz,224.4GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,165 Watts,256 Bit ,GDDR5,2x 6-pin ,28nm,5120x3200,Yes,,,
805,GeForce GTX 980 Gigabyte G1 Gaming 4GB Edition SLI,Maxwell GM204-400-A1 ,1329,1228,8192,1753 MHz,448.8GB/sec,1,Yes,DX 12.1,1,No,1024KB(x2),Nvidia,,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
806,GeForce GTX 980 Gigabyte WindForce 3X 4GB Edition,Maxwell GM204-400-A1 ,1179,1128,4096,1753 MHz,224.4GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,165 Watts,256 Bit ,GDDR5,2x 6-pin ,28nm,5120x3200,Yes,,,
807,GeForce GTX 980 Gigabyte G1 Gaming 4GB Edition,Maxwell GM204-400-A1 ,1329,1228,4096,1753 MHz,224.4GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,165 Watts,256 Bit ,GDDR5,2x 8-pin ,28nm,5120x3200,Yes,,,
808,GeForce GTX 980 Galax 4GB Edition,Maxwell GM204-400-A1 ,1216,1126,4096,1753 MHz,224.4GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,250 Watts,256 Bit ,GDDR5,2x 6-pin ,28nm,5120x3200,Yes,,,
809,GeForce GTX 980 EVGA Superclocked 4GB Edition SLI,Maxwell GM204-400-A1 (x2) ,1342,1241,8192,1753 MHz,448.8GB/sec,1,Yes,DX 12.1,1,No,2048KB(x2),Nvidia,,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
810,GeForce GTX 980 EVGA Superclocked ACX 2.0 4GB Edition SLI,Maxwell GM204-400-A1 (x2) ,1367,1266,8192,1753 MHz,448.8GB/sec,1,Yes,DX 12.1,1,No,2048KB(x2),Nvidia,,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
811,GeForce GTX 980 Galax SOC 4GB Edition,Maxwell GM204-400-A1 ,1329,1228,4096,1753 MHz,224.4GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,250 Watts,256 Bit ,GDDR5,2x 8-pin ,28nm,5120x3200,Yes,,,
